#FootSfxParam=FOOT_SFX_PARAM_ST
ID,Name,FootSfxId000 - FootSfxId000 - s32,FootSfxId001 - FootSfxId001 - s32,FootSfxId002 - FootSfxId002 - s32,FootSfxId003 - FootSfxId003 - s32,FootSfxId004 - FootSfxId004 - s32,FootSfxId005 - FootSfxId005 - s32,FootSfxId006 - FootSfxId006 - s32,FootSfxId007 - FootSfxId007 - s32,FootSfxId008 - FootSfxId008 - s32,FootSfxId009 - FootSfxId009 - s32,FootSfxId010 - FootSfxId010 - s32,FootSfxId011 - FootSfxId011 - s32,FootSfxId012 - FootSfxId012 - s32,FootSfxId013 - FootSfxId013 - s32,FootSfxId014 - FootSfxId014 - s32,FootSfxId015 - FootSfxId015 - s32,FootSfxId016 - FootSfxId016 - s32,FootSfxId017 - FootSfxId017 - s32,FootSfxId018 - FootSfxId018 - s32,FootSfxId019 - FootSfxId019 - s32,FootSfxId020 - FootSfxId020 - s32,FootSfxId021 - FootSfxId021 - s32,FootSfxId022 - FootSfxId022 - s32,FootSfxId023 - FootSfxId023 - s32,FootSfxId024 - FootSfxId024 - s32,FootSfxId025 - FootSfxId025 - s32,FootSfxId026 - FootSfxId026 - s32,FootSfxId027 - FootSfxId027 - s32,FootSfxId028 - FootSfxId028 - s32,FootSfxId029 - FootSfxId029 - s32,FootSfxId030 - FootSfxId030 - s32,FootSfxId031 - FootSfxId031 - s32,FootSfxId032 - FootSfxId032 - s32,FootSfxId033 - FootSfxId033 - s32,FootSfxId034 - FootSfxId034 - s32,FootSfxId035 - FootSfxId035 - s32,FootSfxId036 - FootSfxId036 - s32,FootSfxId037 - FootSfxId037 - s32,FootSfxId038 - FootSfxId038 - s32,FootSfxId039 - FootSfxId039 - s32,FootSfxId040 - FootSfxId040 - s32,FootSfxId041 - FootSfxId041 - s32,FootSfxId042 - FootSfxId042 - s32,FootSfxId043 - FootSfxId043 - s32,FootSfxId044 - FootSfxId044 - s32,FootSfxId045 - FootSfxId045 - s32,FootSfxId046 - FootSfxId046 - s32,FootSfxId047 - FootSfxId047 - s32,FootSfxId048 - FootSfxId048 - s32,FootSfxId049 - FootSfxId049 - s32,FootSfxId050 - FootSfxId050 - s32,FootSfxId051 - FootSfxId051 - s32,FootSfxId052 - FootSfxId052 - s32,FootSfxId053 - FootSfxId053 - s32,FootSfxId054 - FootSfxId054 - s32,FootSfxId055 - FootSfxId055 - s32,FootSfxId056 - FootSfxId056 - s32,FootSfxId057 - FootSfxId057 - s32,FootSfxId058 - FootSfxId058 - s32,FootSfxId059 - FootSfxId059 - s32,FootSfxId060 - FootSfxId060 - s32,FootSfxId061 - FootSfxId061 - s32,FootSfxId062 - FootSfxId062 - s32,FootSfxId063 - FootSfxId063 - s32,FootSfxId064 - FootSfxId064 - s32,FootSfxId065 - FootSfxId065 - s32,FootSfxId066 - FootSfxId066 - s32,FootSfxId067 - FootSfxId067 - s32,FootSfxId068 - FootSfxId068 - s32,FootSfxId069 - FootSfxId069 - s32,FootSfxId070 - FootSfxId070 - s32,FootSfxId071 - FootSfxId071 - s32,FootSfxId072 - FootSfxId072 - s32,FootSfxId073 - FootSfxId073 - s32,FootSfxId074 - FootSfxId074 - s32,FootSfxId075 - FootSfxId075 - s32,FootSfxId076 - FootSfxId076 - s32,FootSfxId077 - FootSfxId077 - s32,FootSfxId078 - FootSfxId078 - s32,FootSfxId079 - FootSfxId079 - s32,FootSfxId080 - FootSfxId080 - s32,FootSfxId081 - FootSfxId081 - s32,FootSfxId082 - FootSfxId082 - s32,FootSfxId083 - FootSfxId083 - s32,FootSfxId084 - FootSfxId084 - s32,FootSfxId085 - FootSfxId085 - s32,FootSfxId086 - FootSfxId086 - s32,FootSfxId087 - FootSfxId087 - s32,FootSfxId088 - FootSfxId088 - s32,FootSfxId089 - FootSfxId089 - s32,FootSfxId090 - FootSfxId090 - s32,FootSfxId091 - FootSfxId091 - s32,FootSfxId092 - FootSfxId092 - s32,FootSfxId093 - FootSfxId093 - s32,FootSfxId094 - FootSfxId094 - s32,FootSfxId095 - FootSfxId095 - s32,FootSfxId096 - FootSfxId096 - s32,FootSfxId097 - FootSfxId097 - s32,FootSfxId098 - FootSfxId098 - s32,FootSfxId099 - FootSfxId099 - s32,FootSfxId100 - FootSfxId100 - s32,FootSfxId101 - FootSfxId101 - s32,FootSfxId102 - FootSfxId102 - s32,FootSfxId103 - FootSfxId103 - s32,FootSfxId104 - FootSfxId104 - s32,FootSfxId105 - FootSfxId105 - s32,FootSfxId106 - FootSfxId106 - s32,FootSfxId107 - FootSfxId107 - s32,FootSfxId108 - FootSfxId108 - s32,FootSfxId109 - FootSfxId109 - s32,FootSfxId110 - FootSfxId110 - s32,FootSfxId111 - FootSfxId111 - s32,FootSfxId112 - FootSfxId112 - s32,FootSfxId113 - FootSfxId113 - s32,FootSfxId114 - FootSfxId114 - s32,FootSfxId115 - FootSfxId115 - s32,FootSfxId116 - FootSfxId116 - s32,FootSfxId117 - FootSfxId117 - s32,FootSfxId118 - FootSfxId118 - s32,FootSfxId119 - FootSfxId119 - s32,FootSfxId120 - FootSfxId120 - s32,FootSfxId121 - FootSfxId121 - s32,FootSfxId122 - FootSfxId122 - s32,FootSfxId123 - FootSfxId123 - s32,FootSfxId124 - FootSfxId124 - s32,FootSfxId125 - FootSfxId125 - s32,FootSfxId126 - FootSfxId126 - s32,FootSfxId127 - FootSfxId127 - s32,FootSfxId128 - FootSfxId128 - s32,FootSfxId129 - FootSfxId129 - s32,FootSfxId130 - FootSfxId130 - s32,FootSfxId131 - FootSfxId131 - s32,FootSfxId132 - FootSfxId132 - s32,FootSfxId133 - FootSfxId133 - s32,FootSfxId134 - FootSfxId134 - s32,FootSfxId135 - FootSfxId135 - s32,FootSfxId136 - FootSfxId136 - s32,FootSfxId137 - FootSfxId137 - s32,FootSfxId138 - FootSfxId138 - s32,FootSfxId139 - FootSfxId139 - s32,FootSfxId140 - FootSfxId140 - s32,FootSfxId141 - FootSfxId141 - s32,FootSfxId142 - FootSfxId142 - s32,FootSfxId143 - FootSfxId143 - s32,FootSfxId144 - FootSfxId144 - s32,FootSfxId145 - FootSfxId145 - s32,FootSfxId146 - FootSfxId146 - s32,FootSfxId147 - FootSfxId147 - s32,FootSfxId148 - FootSfxId148 - s32,FootSfxId149 - FootSfxId149 - s32,FootSfxId150 - FootSfxId150 - s32,FootSfxId151 - FootSfxId151 - s32,FootSfxId152 - FootSfxId152 - s32,FootSfxId153 - FootSfxId153 - s32,FootSfxId154 - FootSfxId154 - s32,FootSfxId155 - FootSfxId155 - s32,FootSfxId156 - FootSfxId156 - s32,FootSfxId157 - FootSfxId157 - s32,FootSfxId158 - FootSfxId158 - s32,FootSfxId159 - FootSfxId159 - s32,FootSfxId160 - FootSfxId160 - s32,FootSfxId161 - FootSfxId161 - s32,FootSfxId162 - FootSfxId162 - s32,FootSfxId163 - FootSfxId163 - s32,FootSfxId164 - FootSfxId164 - s32,FootSfxId165 - FootSfxId165 - s32,FootSfxId166 - FootSfxId166 - s32,FootSfxId167 - FootSfxId167 - s32,FootSfxId168 - FootSfxId168 - s32,FootSfxId169 - FootSfxId169 - s32,FootSfxId170 - FootSfxId170 - s32,FootSfxId171 - FootSfxId171 - s32,FootSfxId172 - FootSfxId172 - s32,FootSfxId173 - FootSfxId173 - s32,FootSfxId174 - FootSfxId174 - s32,FootSfxId175 - FootSfxId175 - s32,FootSfxId176 - FootSfxId176 - s32,FootSfxId177 - FootSfxId177 - s32,FootSfxId178 - FootSfxId178 - s32,FootSfxId179 - FootSfxId179 - s32,FootSfxId180 - FootSfxId180 - s32,FootSfxId181 - FootSfxId181 - s32,FootSfxId182 - FootSfxId182 - s32,FootSfxId183 - FootSfxId183 - s32,FootSfxId184 - FootSfxId184 - s32,FootSfxId185 - FootSfxId185 - s32,FootSfxId186 - FootSfxId186 - s32,FootSfxId187 - FootSfxId187 - s32,FootSfxId188 - FootSfxId188 - s32,FootSfxId189 - FootSfxId189 - s32,FootSfxId190 - FootSfxId190 - s32,FootSfxId191 - FootSfxId191 - s32,FootSfxId192 - FootSfxId192 - s32,FootSfxId193 - FootSfxId193 - s32,FootSfxId194 - FootSfxId194 - s32,FootSfxId195 - FootSfxId195 - s32,FootSfxId196 - FootSfxId196 - s32,FootSfxId197 - FootSfxId197 - s32,FootSfxId198 - FootSfxId198 - s32,FootSfxId199 - FootSfxId199 - s32
10,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11,,101001,101001,101002,101003,101004,0,0,0,0,0,101011,101011,101012,101013,101014,0,0,0,0,0,101021,101021,101022,101023,101024,0,0,0,0,0,101031,101031,101032,101033,101034,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,101101,101101,101102,101103,101104,0,0,0,0,0,101111,101111,101112,101113,101114,0,0,0,0,0,101121,101121,101122,101123,101124,0,0,0,0,0,101131,101131,101132,101133,101134,0,0,0,0,0,101141,101141,101142,101143,101144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14,,101001,101001,101002,101003,101004,0,0,0,0,0,101011,101011,101012,101013,101014,0,0,0,0,0,101021,101021,101022,101023,101024,0,0,0,0,0,101031,101031,101032,101033,101034,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,101101,101101,101102,101103,101104,0,0,0,0,0,101111,101111,101112,101113,101114,101115,101116,101117,101118,101119,101121,101121,101122,101123,101124,0,0,0,0,0,101131,101131,101132,101133,101134,0,0,0,0,0,101141,101141,101142,101143,101144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15,,102001,115001,102002,102003,102004,115005,115006,115007,115008,115009,102011,115011,102012,102013,102014,102015,102016,102017,102018,102019,102021,115021,102022,102023,102024,0,0,0,0,0,102031,115031,102032,102033,102034,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,102101,115101,102102,102103,102104,0,0,0,0,0,102111,102111,115112,102113,102114,0,0,0,0,0,102121,115121,102122,102123,102124,0,0,0,0,0,102131,115131,102132,102133,102134,0,0,0,0,0,102141,115141,102142,102143,102144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16,,101001,101001,101002,101003,101004,0,0,0,0,0,101011,101011,101012,101013,101014,0,0,0,0,0,101021,101021,101022,101023,101024,0,0,0,0,0,101031,101031,101032,101033,101034,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,101101,101101,101102,101103,101104,0,0,0,0,0,101111,101111,101112,101113,101114,0,0,0,0,0,101121,101121,101122,101123,101124,0,0,0,0,0,101131,101131,101132,101133,101134,0,0,0,0,0,101141,101141,101142,101143,101144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17,,101001,101001,101002,101003,101004,0,0,0,0,0,101011,101011,101012,101013,101014,0,0,0,0,0,101021,101021,101022,101023,101024,0,0,0,0,0,101031,101031,101032,101033,101034,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,101101,101101,101102,101103,101104,0,0,0,0,0,101111,101111,101112,101113,101114,0,0,0,0,0,101121,101121,101122,101123,101124,0,0,0,0,0,101131,101131,101132,101133,101134,0,0,0,0,0,101141,101141,101142,101143,101144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18,,118001,118001,118002,118003,118004,0,0,0,0,0,118011,118011,118012,118013,118014,0,0,0,0,0,118021,118021,118022,118023,118024,0,0,0,0,0,118031,118031,118032,118033,118034,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,118101,118101,118102,118103,118104,0,0,0,0,0,118111,118111,118112,118113,118114,0,0,0,0,0,118121,118121,118122,118123,118124,0,0,0,0,0,118131,118131,118132,118133,118134,0,0,0,0,0,118141,118141,118142,118143,118144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19,,101001,101001,101002,101003,101004,0,0,0,0,0,101011,101011,101012,101013,101014,0,0,0,0,0,101021,101021,101022,101023,101024,0,0,0,0,0,101031,101031,101032,101033,101034,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,101101,101101,101102,101103,101101,0,0,0,0,0,101111,101111,101112,101113,101114,0,0,0,0,0,101121,101121,101122,101123,101124,0,0,0,0,0,101131,101131,101132,101133,101134,0,0,0,0,0,101141,101141,101142,101143,101144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20,,120001,120001,120002,120003,120004,0,0,0,0,0,120011,120011,120012,120013,120014,0,0,0,0,0,120021,120021,120022,120023,120024,0,0,0,0,0,120031,120031,120032,120033,120034,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,120101,120101,120102,120103,120104,0,0,0,0,0,120111,120111,120112,120113,120114,0,0,0,0,0,120121,120121,120122,120123,120124,120125,120126,120127,120128,120129,120131,120131,120132,120133,120134,0,0,0,0,0,120141,120141,120142,120143,120144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21,,121001,121001,121002,121003,121004,0,0,0,0,0,121011,121011,121012,121013,121014,0,0,0,0,0,121021,121021,121022,121023,121024,0,0,0,0,0,121031,121031,121032,121033,121034,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,121101,121101,121102,121103,121104,0,0,0,0,0,121111,121111,120112,120113,120114,0,0,0,0,0,121121,121121,121122,121123,121124,0,0,0,0,0,121131,121131,121132,121133,121134,0,0,0,0,0,121141,121141,121142,121143,121144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22,,121001,121001,121002,121003,121004,0,0,0,0,0,121011,121011,121012,121013,121014,0,0,0,0,0,121021,121021,121022,121023,121024,0,0,0,0,0,121031,121031,121032,121033,121034,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,121101,121101,121102,121103,121104,0,0,0,0,0,121111,121111,120112,120113,120114,0,0,0,0,0,121121,121121,121122,121123,121124,0,0,0,0,0,121131,121131,121132,121133,121134,0,0,0,0,0,121141,121141,121142,121143,121144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23,,123001,123001,123002,123003,123004,2000,2000,2000,2000,2000,123011,123011,123012,123013,123014,2000,2000,2000,2000,2000,123021,123021,123022,123023,123024,2000,2000,2000,2000,2000,123031,123031,123032,123033,123034,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,123101,123101,123102,123103,123104,2000,2000,2000,2000,2000,123111,123111,122112,122113,122114,2000,2000,2000,2000,2000,123121,123121,123122,123123,123124,2000,2000,2000,2000,2000,123131,123131,123132,123133,123134,2000,2000,2000,2000,2000,123141,123141,123142,123143,123144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24,,124001,124001,124002,124003,124004,3000,3000,3000,3000,3000,124011,124011,124012,124013,124014,3000,3000,3000,3000,3000,124021,124021,124022,124023,124024,3000,3000,3000,3000,3000,124031,124031,124032,124033,124034,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,124101,124101,124102,124103,124104,3000,3000,3000,3000,3000,124111,124111,123112,123113,123114,3000,3000,3000,3000,3000,124121,124121,124122,124123,124124,3000,3000,3000,3000,3000,124131,124131,124132,124133,124134,3000,3000,3000,3000,3000,124141,124141,124142,124143,124144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28,,101001,101001,101002,101003,101004,0,0,0,0,0,101011,101011,101012,101013,101014,0,0,0,0,0,101021,101021,101022,101023,101024,0,0,0,0,0,101031,101031,101032,101033,101034,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,101101,101101,101102,101103,101104,101105,101106,101107,101108,101109,101111,101111,101112,101113,101114,0,0,0,0,0,101121,101121,101122,101123,101124,0,0,0,0,0,101131,101131,101132,101133,101134,101131,101131,101131,101131,101131,101141,101141,101142,101143,101144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30,,130001,130001,130002,130003,130004,0,0,0,0,0,130011,130011,130012,130013,130014,0,0,0,0,0,130021,130021,130022,130023,130024,0,0,0,0,0,130031,130031,130032,130033,130034,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,130101,130101,130102,130103,130104,0,0,0,0,0,130111,130111,130112,130113,130114,0,0,0,0,0,130121,130121,130122,130123,130124,0,0,0,0,0,130131,130131,130132,130133,130134,0,0,0,0,0,130141,130141,130142,130143,130144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
