#WepAbsorpPosParam=WEP_ABSORP_POS_PARAM_ST
ID,Name,ShealthTime - ShealthTime - u8,pad1 - pad1 - dummy8,OneHandDamipolyId0 - OneHandDamipolyId0 - u16,OneHandDamipolyId1 - OneHandDamipolyId1 - u16,BothHandDamipolyId0 - BothHandDamipolyId0 - u16,ShealthDamipolyId0 - ShealthDamipolyId0 - u16,ShealthDamipolyId1 - ShealthDamipolyId1 - u16,OneHandDamipolyId2 - OneHandDamipolyId2 - u16,OneHandDamipolyId3 - OneHandDamipolyId3 - u16,BothHandDamipolyId1 - BothHandDamipolyId1 - u16,ShealthDamipolyId2 - ShealthDamipolyId2 - u16,ShealthDamipolyId3 - ShealthDamipolyId3 - u16,OneHandDamipolyId4 - OneHandDamipolyId4 - u16,OneHandDamipolyId5 - OneHandDamipolyId5 - u16,BothHandDamipolyId2 - BothHandDamipolyId2 - u16,ShealthDamipolyId4 - ShealthDamipolyId4 - u16,ShealthDamipolyId5 - ShealthDamipolyId5 - u16,OneHandDamipolyId6 - OneHandDamipolyId6 - u16,OneHandDamipolyId7 - OneHandDamipolyId7 - u16,BothHandDamipolyId3 - BothHandDamipolyId3 - u16,ShealthDamipolyId6 - ShealthDamipolyId6 - u16,ShealthDamipolyId7 - ShealthDamipolyId7 - u16,Unk22 - Unk22 - u8,Unk23 - Unk23 - u8,Unk24 - Unk24 - u8,Unk25 - Unk25 - u8,BothHandDamipolyId4 - BothHandDamipolyId4 - s16,BothHandDamipolyId5 - BothHandDamipolyId5 - s16,BothHandDamipolyId6 - BothHandDamipolyId6 - s16,BothHandDamipolyId7 - BothHandDamipolyId7 - s16,Unk30 - Unk30 - u8,Unk31 - Unk31 - u8,Unk32 - Unk32 - u8,Unk33 - Unk33 - u8,Unk34 - Unk34 - u8,Unk35 - Unk35 - u8,Unk36 - Unk36 - u8,Unk37 - Unk37 - u8,Unk38 - Unk38 - u8,Unk39 - Unk39 - u8,Unk40 - Unk40 - u8,Unk41 - Unk41 - u8,Unk42 - Unk42 - u8,Unk43 - Unk43 - u8,Unk44 - Unk44 - u8,Unk45 - Unk45 - u8,Unk46 - Unk46 - u8,Unk47 - Unk47 - u8,Unk48 - Unk48 - u8,Unk49 - Unk49 - u8,Unk50 - Unk50 - u8,Unk51 - Unk51 - u8,Unk52 - Unk52 - u8,Unk53 - Unk53 - u8,pad2 - pad2 - dummy8
23,Straight Sword (normal) -- 直剣(通常),0,-,20,21,24,31,30,30,31,30,31,30,0,0,0,0,0,0,0,0,0,0,0,1,0,0,24,31,0,0,0,1,0,0,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,-
24,Straight Sword -- 直剣(刺突),0,-,20,21,24,31,30,30,31,30,31,30,0,0,0,0,0,0,0,0,0,0,0,1,0,0,24,31,0,0,0,1,0,0,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,-
25,Straight Sword (Large) -- 直剣(大型),2,-,20,21,24,36,35,35,36,35,36,35,0,0,0,0,0,0,0,0,0,0,0,1,0,0,24,36,0,0,0,1,0,0,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,-
26,Straight Sword (huge) -- 直剣(巨大),2,-,20,21,24,36,35,35,36,35,36,35,0,0,0,0,0,0,0,0,0,0,0,1,0,0,24,36,0,0,0,1,0,0,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,-
27,Piercing Swords (normal) -- 刺剣(通常),0,-,20,21,24,31,30,30,31,30,31,30,0,0,0,0,0,0,0,0,0,0,0,1,0,0,24,31,0,0,0,1,0,0,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,-
28,Song Sword (normal) -- 曲剣(通常),0,-,20,21,24,31,30,30,31,30,31,30,0,0,0,0,0,0,0,0,0,0,0,1,0,0,24,31,0,0,0,1,0,0,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,-
29,Song Sword (Sword) -- 曲剣(刀),1,-,20,21,24,70,69,69,70,69,70,69,0,0,0,0,0,0,0,0,0,0,0,1,0,0,24,70,0,0,0,1,0,0,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,-
30,Axe (normal) -- 斧(通常),0,-,20,21,24,31,30,30,31,30,31,30,0,0,0,0,0,0,0,0,0,0,0,1,0,0,24,31,0,0,0,1,0,0,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,-
31,Axe (throwing) -- 斧(投擲),0,-,20,21,24,31,30,30,31,30,31,30,0,0,0,0,0,0,0,0,0,0,0,1,0,0,24,31,0,0,0,1,0,0,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,-
32,Axe (Large) -- 斧(大型),2,-,20,21,24,36,35,35,36,35,36,35,0,0,0,0,0,0,0,0,0,0,0,1,0,0,24,36,0,0,0,1,0,0,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,-
33,Mallet (normal) -- 槌(通常),0,-,20,21,24,31,30,30,31,30,31,30,0,0,0,0,0,0,0,0,0,0,0,1,0,0,24,31,0,0,0,1,0,0,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,-
34,Hammer (Piercing) -- 槌(刺突),0,-,20,21,24,31,30,30,31,30,31,30,0,0,0,0,0,0,0,0,0,0,0,1,0,0,24,31,0,0,0,1,0,0,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,-
35,Mallet (Large) -- 槌(大型),2,-,20,21,24,36,35,30,31,30,31,30,0,0,0,0,0,0,0,0,0,0,0,1,0,0,24,31,0,0,0,1,0,0,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,-
36,Spear (normal) -- 槍(通常),3,-,20,21,24,38,37,30,31,30,31,30,0,0,0,0,0,0,0,0,0,0,0,1,0,0,24,31,0,0,0,1,0,0,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,-
37,Spear (throwing) -- 槍(投擲),3,-,20,21,24,38,37,30,31,30,31,30,0,0,0,0,0,0,0,0,0,0,0,1,0,0,24,31,0,0,0,1,0,0,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,-
38,Rod-like (slashing) -- 竿状(斬撃),3,-,20,21,24,38,37,30,31,30,31,30,0,0,0,0,0,0,0,0,0,0,0,1,0,0,24,31,0,0,0,1,0,0,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,-
39,Rod-like (puncture) -- 竿状(刺突),3,-,20,21,24,38,37,30,31,30,31,30,0,0,0,0,0,0,0,0,0,0,0,1,0,0,24,31,0,0,0,1,0,0,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,-
40,Rod-like compound -- 竿状(複合),3,-,20,21,24,38,37,30,31,30,31,30,0,0,0,0,0,0,0,0,0,0,0,1,0,0,24,31,0,0,0,1,0,0,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,-
41,Catalysts (normal) -- 触媒(通常),0,-,20,21,24,49,50,30,31,30,31,30,0,0,0,0,0,0,0,0,0,0,0,1,0,0,24,31,0,0,0,1,0,0,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,-
42,Fist (normal) -- 拳(通常),0,-,20,27,20,28,29,30,31,30,31,29,0,0,0,0,0,0,0,0,0,0,0,1,0,0,20,28,0,0,0,1,0,0,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,-
43,Fist (slashing) -- 拳(斬撃),0,-,20,27,24,52,51,30,31,30,31,29,0,0,0,0,0,0,0,0,0,0,0,1,0,0,24,28,0,0,0,1,0,0,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,-
44,Bow (small) -- 弓(小型),1,-,18,19,21,40,40,30,31,30,31,30,0,0,0,0,0,0,0,0,0,0,0,1,0,0,21,31,0,0,0,1,1,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,-
45,Large bow -- 弓(大型),1,-,20,21,21,40,40,30,31,30,31,30,0,0,0,0,0,0,0,0,0,0,0,1,0,0,21,31,0,0,0,1,1,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,-
46,Crossbow (normal) -- 弩(通常),1,-,20,21,24,39,41,30,31,30,31,30,0,0,0,0,0,0,0,0,0,0,0,1,0,0,24,31,0,0,0,1,0,0,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,-
47,Large Shield -- 盾(大型),1,-,22,23,25,34,33,30,31,30,31,30,0,0,0,0,0,0,0,0,0,0,0,1,0,0,25,31,0,0,0,1,0,0,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,-
48,Shield (small) -- 盾(小型),1,-,22,23,25,48,47,30,31,30,31,30,0,0,0,0,0,0,0,0,0,0,0,1,0,0,25,31,0,0,0,1,0,0,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,-
49,Torch (Proto) -- 松明（プロト）,2,-,20,21,24,36,35,30,31,30,31,30,0,0,0,0,0,0,0,0,0,0,0,1,0,0,24,31,0,0,0,1,0,0,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,-
147,,1,-,22,33,22,34,33,34,23,23,33,34,0,0,0,0,0,0,0,0,0,0,0,2,0,0,22,23,0,0,0,3,0,0,3,3,3,1,1,1,3,3,3,3,1,1,3,3,3,3,3,3,3,3,-
153,,0,-,20,14,24,31,30,30,31,30,31,30,0,0,0,0,0,0,0,0,0,0,0,1,0,0,24,31,0,0,0,1,0,0,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,-
161,,2,-,20,21,24,36,35,73,74,21,74,73,0,0,0,0,0,0,0,0,0,0,0,2,0,0,24,21,0,0,0,0,0,0,3,3,3,3,1,1,3,3,3,3,1,1,3,3,3,3,3,3,3,3,-
181,,0,-,20,27,20,67,65,66,68,21,68,66,0,0,0,0,0,0,0,0,0,0,0,2,0,0,20,21,0,0,0,0,0,0,3,3,3,3,1,1,3,3,3,3,1,1,3,3,3,3,3,3,3,3,-
232,,1,-,20,21,24,38,37,35,36,35,36,35,0,0,0,0,0,0,0,0,0,0,0,2,0,0,24,36,0,0,0,1,0,0,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,-
236,,0,-,20,21,24,31,30,47,48,23,48,47,30,31,30,31,30,62,61,62,61,62,0,2,1,1,24,23,31,61,0,0,0,0,3,3,3,3,1,1,3,3,3,3,1,1,3,3,3,3,3,3,3,3,-
237,,0,-,20,21,24,31,30,28,29,21,29,28,30,31,30,31,30,62,61,62,61,62,0,2,1,1,24,21,31,61,0,0,0,0,3,3,3,3,1,1,3,3,3,3,1,1,3,3,3,3,3,3,3,3,-
254,,1,-,22,23,25,89,89,30,31,30,31,30,0,0,0,0,0,0,0,0,0,0,0,2,0,0,25,31,0,0,0,1,0,0,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,-
265,,2,-,20,21,24,79,78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,1,0,0,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,-
1020,,0,-,20,21,20,31,30,62,61,21,61,62,30,31,30,31,30,62,61,62,61,62,0,2,1,1,20,21,31,61,0,0,0,0,3,3,3,3,1,1,3,3,3,3,1,1,3,3,3,3,3,3,3,3,-
1021,,0,-,20,21,20,31,30,62,61,21,61,62,30,31,30,31,30,62,61,62,61,62,0,2,1,1,20,21,31,61,0,0,0,0,3,3,3,3,1,1,3,3,3,3,1,1,3,3,3,3,3,3,3,3,-
1022,,0,-,20,21,20,31,30,62,61,21,61,62,30,31,30,31,30,62,61,62,61,62,0,2,1,1,20,21,31,61,0,0,0,0,3,3,3,3,1,1,3,3,3,3,1,1,3,3,3,3,3,3,3,3,-
1023,,0,-,20,21,20,31,30,62,61,21,61,62,30,31,30,31,30,62,61,62,61,62,0,2,1,1,20,21,31,61,0,0,0,0,3,3,3,3,1,1,3,3,3,3,1,1,3,3,3,3,3,3,3,3,-
1024,,0,-,20,21,20,31,30,62,61,21,61,62,30,31,30,31,30,62,61,62,61,62,0,2,1,1,20,21,31,61,0,0,0,0,3,3,3,3,1,1,3,3,3,3,1,1,3,3,3,3,3,3,3,3,-
1025,,2,-,20,21,20,36,30,62,61,21,61,62,30,31,30,31,30,62,61,62,61,62,0,2,1,1,20,21,31,61,0,0,0,0,3,3,3,3,1,1,3,3,3,3,1,1,3,3,3,3,3,3,3,3,-
1026,,2,-,20,21,20,36,35,36,35,21,35,36,0,0,0,0,0,0,0,0,0,0,0,2,0,0,20,21,0,0,0,0,0,0,3,3,3,3,1,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,-
1027,,0,-,20,21,20,31,30,62,61,21,61,62,30,31,30,31,30,62,61,62,61,62,0,2,1,1,20,21,31,61,0,0,0,0,3,3,3,3,1,1,3,3,3,3,1,1,3,3,3,3,3,3,3,3,-
1028,,0,-,20,21,20,31,30,62,61,21,61,62,30,31,30,31,30,62,61,62,61,62,0,2,1,1,20,21,31,61,0,0,0,0,3,3,3,3,1,1,3,3,3,3,1,1,3,3,3,3,3,3,3,3,-
1029,,0,-,20,21,20,75,69,77,76,21,76,77,69,75,69,75,69,77,76,77,76,77,0,2,1,1,20,21,75,76,0,0,0,0,3,3,3,3,1,1,3,3,3,3,1,1,3,3,3,3,3,3,3,3,-
1030,,0,-,20,21,20,31,30,62,61,21,61,62,30,31,30,31,30,62,61,62,61,62,0,2,1,1,20,21,31,61,0,0,0,0,3,3,3,3,1,1,3,3,3,3,1,1,3,3,3,3,3,3,3,3,-
1031,,0,-,20,21,20,31,30,62,61,21,61,62,30,31,30,31,30,62,61,62,61,62,0,2,1,1,20,21,31,61,0,0,0,0,3,3,3,3,1,1,3,3,3,3,1,1,3,3,3,3,3,3,3,3,-
1032,,2,-,20,21,20,36,35,62,61,21,61,62,30,31,30,31,30,62,61,62,61,62,0,2,1,1,20,21,31,61,0,0,0,0,3,3,3,3,1,1,3,3,3,3,1,1,3,3,3,3,3,3,3,3,-
1033,,0,-,20,21,20,31,30,62,61,21,61,62,30,31,30,31,30,62,61,62,61,62,0,2,1,1,20,21,31,61,0,0,0,0,3,3,3,3,1,1,3,3,3,3,1,1,3,3,3,3,3,3,3,3,-
1034,,0,-,20,21,20,31,30,62,61,21,61,62,30,31,30,31,30,62,61,62,61,62,0,2,1,1,20,21,31,61,0,0,0,0,3,3,3,3,1,1,3,3,3,3,1,1,3,3,3,3,3,3,3,3,-
1035,,2,-,20,21,20,36,37,62,61,21,61,62,30,31,30,31,30,62,61,62,61,62,0,2,1,1,20,21,31,61,0,0,0,0,3,3,3,3,1,1,3,3,3,3,1,1,3,3,3,3,3,3,3,3,-
1036,,3,-,20,21,20,38,37,38,37,21,37,38,30,31,30,31,30,62,61,62,61,62,0,2,1,1,20,21,31,61,0,0,0,0,3,3,3,3,1,1,3,3,3,3,1,1,3,3,3,3,3,3,3,3,-
1037,,3,-,20,21,20,38,37,62,61,21,61,62,30,31,30,31,30,62,61,62,61,62,0,2,1,1,20,21,31,61,0,0,0,0,3,3,3,3,1,1,3,3,3,3,1,1,3,3,3,3,3,3,3,3,-
1038,,3,-,20,21,20,38,37,62,61,21,61,62,30,31,30,31,30,62,61,62,61,62,0,2,1,1,20,21,31,61,0,0,0,0,3,3,3,3,1,1,3,3,3,3,1,1,3,3,3,3,3,3,3,3,-
1039,,3,-,20,21,20,38,37,62,61,21,61,62,30,31,30,31,30,62,61,62,61,62,0,2,1,1,20,21,31,61,0,0,0,0,3,3,3,3,1,1,3,3,3,3,1,1,3,3,3,3,3,3,3,3,-
1040,,0,-,20,21,20,38,37,62,61,21,61,62,30,31,30,31,30,62,61,62,61,62,0,2,1,1,20,21,31,61,0,0,0,0,3,3,3,3,1,1,3,3,3,3,1,1,3,3,3,3,3,3,3,3,-
1041,,0,-,20,21,20,50,49,62,61,21,61,62,30,31,30,31,30,62,61,62,61,62,0,2,1,1,20,21,31,61,0,0,0,0,3,3,3,3,1,1,3,3,3,3,1,1,3,3,3,3,3,3,3,3,-
1042,,0,-,20,27,20,63,64,28,29,21,29,28,30,31,30,31,30,28,29,28,29,28,0,2,1,1,20,21,31,29,0,0,0,0,3,3,3,3,1,1,3,3,3,3,1,1,3,3,3,3,3,3,3,3,-
1043,,0,-,20,27,20,52,51,62,61,21,61,62,30,31,30,31,30,62,61,62,61,62,0,2,1,1,20,21,31,61,0,0,0,0,3,3,3,3,1,1,3,3,3,3,1,1,3,3,3,3,3,3,3,3,-
1044,,1,-,18,19,21,40,40,62,61,21,61,62,30,31,30,31,30,62,61,62,61,62,0,2,1,1,21,21,31,61,0,0,0,0,3,3,3,3,1,1,3,3,3,3,1,1,3,3,3,3,3,3,3,3,-
1045,,1,-,20,21,21,40,40,62,61,21,61,62,30,31,30,31,30,62,61,62,61,62,0,2,1,1,21,21,31,61,0,0,0,0,3,3,3,3,1,1,3,3,3,3,1,1,3,3,3,3,3,3,3,3,-
1046,,1,-,20,21,24,39,41,62,61,21,61,62,30,31,30,31,30,62,61,62,61,62,0,2,1,1,24,21,31,61,0,0,0,0,3,3,3,3,1,1,3,3,3,3,1,1,3,3,3,3,3,3,3,3,-
1047,,1,-,22,23,25,34,33,30,31,30,31,30,0,0,0,0,0,0,0,0,0,0,0,2,0,0,25,31,0,0,0,1,0,0,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,-
1048,,1,-,22,23,25,34,33,30,31,30,31,30,0,0,0,0,0,0,0,0,0,0,0,2,0,0,25,31,0,0,0,1,0,0,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,-
1049,,1,-,20,21,20,36,35,62,61,21,61,62,30,31,30,31,30,62,61,62,61,62,0,2,1,1,20,21,31,61,0,0,0,0,3,3,3,3,1,1,3,3,3,3,1,1,3,3,3,3,3,3,3,3,-
2000,,1,-,20,21,24,31,30,30,31,21,31,30,30,31,30,31,30,31,30,31,30,31,0,2,1,1,24,21,31,30,0,1,0,0,3,3,3,3,1,1,3,3,3,3,1,1,3,3,3,3,3,3,3,3,-
10000,,1,-,20,21,24,31,30,30,31,21,31,30,30,31,30,31,30,31,30,31,30,31,0,2,1,1,24,21,31,30,0,1,0,0,3,3,3,3,1,1,3,3,3,3,1,1,3,3,3,3,3,3,3,3,-
